<TICKER>        <NAME>
JSD.US          NUVEEN SHORT DURATION CREDIT OPPORTUNITIES FUND
JT.US           JIANPU TECHNOLOGY
JUCY.US         APTUS ENHANCED YIELD ETF
JULD.US         INNOVATOR PREMIUM INCOME 10 BARRIER ETF-JULY
JULH.US         INNOVATOR PREMIUM INCOME 20 BARRIER ETF-JULY
JULJ.US         INNOVATOR PREMIUM INCOME 30 BARRIER ETF-JULY
JULQ.US         INNOVATOR PREMIUM INCOME 40 BARRIER ETF-JULY
JULT.US         ALLIANZIM US LARGE CAP BUFFER10 JUL ETF
JULW.US         ALLIANZIM US LARGE CAP BUFFER20 JUL ETF
JUN-U.US        JUNIPER II
JUN-WS.US       JUNIPER II
JUN.US          JUNIPER II
JUNT.US         ALLIANZIM US LARGE CAP BUFFER10 JUN ETF
JUNW.US         ALLIANZIM US LARGE CAP BUFFER20 JUN ETF
JWN.US          NORDSTROM
JXN.US          JACKSON FINANCIAL
JXN_A.US        Jackson Financial
K.US            KELLOGG
KAI.US          KADANT
KAMN.US         KAMAN
KAR.US          KAR AUCTION SERVICES
KARB.US         ETF SERIES SOLUTIONS-CARBON ETF
KB.US           KB FINANCIAL GROUP
KBH.US          KB HOME
KBR.US          KBR
KCAL.US         SUBVERSIVE FOOD SECURITY ETF
KCGI-U.US       KENSINGTON CAPITAL ACQUISITION V
KCGI-WS.US      KENSINGTON CAPITAL ACQUISITION V
KCGI.US         KENSINGTON CAPITAL ACQUISITION V
KD.US           KYNDRYL HOLDINGS
KDIV.US         KRANESHARES S&P PAN ASIA DIVIDEND ARISTOCRATS ETF
KEN.US          KENON HOLDINGS LTD/SINGAPORE
KEP.US          KOREA ELECTRIC POWER
KEX.US          KIRBY
KEY.US          KEYCORP
KEYS.US         KEYSIGHT TECHNOLOGIES
KEY_I.US        KeyCorp
KEY_J.US        KeyCorp
KEY_K.US        KeyCorp
KEY_L.US        KeyCorp
KF.US           KOREA FUND
KFS.US          KINGSWAY FINANCIAL SERVICES
KFY.US          KORN FERRY
KGC.US          KINROSS GOLD
KGS.US          Kodiak Gas Services
KIM.US          KIMCO REALTY
KIM_L.US        Kimco Realty Corp
KIM_M.US        Kimco Realty Corp
KIND.US         NEXTDOOR HOLDINGS
KIO.US          KKR INCOME OPPORTUNITIES FUND
KKR.US          KKR
KKRS.US         KKR Group Finance Co IX LLC
KKR_C.US        KKR & Co
KLIP.US         KRANESHARES CHINA INTERNET AND COVERED CALL STRATEGY ETF
KLR.US          KALEYRA
KMB.US          KIMBERLY-CLARK
KMET.US         KRANESHARES ELECTRIFICATION METALS STRATEGY ETF
KMF.US          KAYNE ANDERSON NEXTGEN ENERGY & INFRASTRUCTURE
KMI.US          KINDER MORGAN
KMPB.US         Kemper Corp
KMPR.US         KEMPER
KMT.US          KENNAMETAL
KMX.US          CARMAX
KN.US           KNOWLES
KNF-W.US        Knife River Corp
KNF.US          KNIFE RIVER
KNOP.US         KNOT OFFSHORE PARTNERS
KNSL.US         KINSALE CAPITAL GROUP
KNSW-U.US       KNIGHTSWAN ACQUISITION
KNSW.US         KNIGHTSWAN ACQUISITION
KNTK.US         KINETIK HOLDINGS
KNX.US          KNIGHT-SWIFT TRANSPORTATION HOLDINGS
KO.US           COCA-COLA
KODK.US         EASTMAN KODAK
KOF.US          COCA-COLA FEMSA SAB DE CV
KOP.US          KOPPERS HOLDINGS
KORE-WS.US      KORE GROUP HOLDINGS
KORE.US         KORE GROUP HOLDINGS
KOS.US          KOSMOS ENERGY
KPOP.US         KPOP AND KOREAN ENTERTAINMENT ETF
KR.US           KROGER
KRC.US          KILROY REALTY
KREF.US         KKR REAL ESTATE FINANCE TRUST
KREF_A.US       KKR Real Estate Finance Trust
KRG.US          KITE REALTY GROUP TRUST
KRO.US          KRONOS WORLDWIDE
KRP.US          KIMBELL ROYALTY PARTNERS
KRUZ.US         UNUSUAL WHALES SUBVERSIVE REPUBLICAN TRADING ETF
KSET.US         KRANESHARES GLOBAL CARBON OFFSET STRATEGY ETF
KSM.US          DWS STRATEGIC MUNICIPAL INCOME TRUST
KSS.US          KOHL'S
KT.US           KT
KTB.US          KONTOOR BRANDS
KTF.US          DWS MUNICIPAL INCOME TRUST
KTH.US          Structured Products CorTS PECO
KTN.US          Structured Products CorTS Aon 
KUKE.US         KUKE MUSIC HOLDING
KVUE.US         KENVUE
KW.US           KENNEDY-WILSON HOLDINGS
KWR.US          QUAKER CHEMICAL
KYN.US          KAYNE ANDERSON ENERGY INFRASTRUCTURE FUND
L.US            LOEWS
LAC.US          LITHIUM AMERICAS
LAD.US          LITHIA MOTORS
LADR.US         LADDER CAPITAL
LALT.US         FIRST TRUST MULTI-STRATEGY ALTERNATIVE ETF
LANV-WS.US      LANVIN GROUP HOLDINGS
LANV.US         LANVIN GROUP HOLDINGS
LAW.US          CS DISCO
LAZ.US          LAZARD
LBRT.US         LIBERTY ENERGY
LC.US           LENDINGCLUB
LCF.US          TOUCHSTONE US LARGE CAP FOCUSED ETF
LCII.US         LCI INDUSTRIES
LCINQ.US        LANNETT
LCLG.US         LOGAN CAPITAL BROAD INNOVATIVE GROWTH ETF
LCW-U.US        LEARN CW INVESTMENT
LCW.US          LEARN CW INVESTMENT
LDI.US          LOANDEPOT
LDOS.US         LEIDOS HOLDINGS
LDP.US          COHEN & STEERS DURATION PREFERRED AND INCOME FUND
LEA.US          LEAR
LEG.US          LEGGETT & PLATT
LEJU.US         LEJU HOLDINGS
LEN-B.US        LENNAR
LEN.US          LENNAR
LEO.US          BNY MELLON STRATEGIC MUNICIPALS
LEV-WS-A.US     Lion Electric Company Warrants
LEV-WS.US       LION ELECTRIC
LEV.US          LION ELECTRIC
LEVI.US         LEVI STRAUSS
LFT.US          LUMENT FINANCE TRUST
LFT_A.US        Lument Finance Trust
LGF-A.US        LIONS GATE ENTERTAINMENT
LGF-B.US        LIONS GATE ENTERTAINMENT
LGI.US          LAZARD GLOBAL TR AND INCOME FUND
LH-W.US         Laboratory Corp
LH.US           LABORATORY OF AMERICA HOLDINGS
LHC-U.US        LEO HOLDINGS II
LHC.US          LEO HOLDINGS II
LHX.US          L3HARRIS TECHNOLOGIES
LICY.US         LI-CYCLE HOLDINGS
LII.US          LENNOX INT
LIN.US          LINDE
LITB.US         LIGHTINTHEBOX HOLDING
LJIM.US         LONG CRAMER TRACKER ETF
LL.US           LL FLOORING HOLDINGS
LLAP-WS.US      TERRAN ORBITAL
LLAP.US         TERRAN ORBITAL
LLY.US          ELI LILLY
LMND.US         LEMONADE
LMT.US          LOCKHEED MARTIN
LNC.US          LINCOLN NATIONAL
LNC_D.US        Lincoln National Corp
LND.US          BRASILAGRO BRASILEIRA DE PROPRIEDADES AGRICOLAS
LNN.US          LINDSAY
LOB.US          LIVE OAK BANCSHARES
LOCC-U.US       LIVE OAK CRESTVIEW CLIMATE ACQUISITION
LOCC-WS.US      LIVE OAK CRESTVIEW CLIMATE ACQUISITION
LOCC.US         LIVE OAK CRESTVIEW CLIMATE ACQUISITION
LOCL-WS.US      LOCAL BOUNTI
LOCL.US         LOCAL BOUNTI
LOMA.US         LOMA NEGRA CIA INDUSTRIAL ARGENTINA
LONZ.US         PIMCO SENIOR LOAN ACTIVE ETF
LOW.US          Lowe's Companies
LOWV.US         AB US LOW VOLATILITY EQUITY ETF
LPG.US          DORIAN LPG
LPL.US          LG DISPLAY
LPX.US          LOUISIANA-PACIFIC
LQDW.US         ISHARES INVESTMENT GRADE CORPORATE BOND BUYWRITE STRATEGY ETF
LQIG.US         SPDR MARKETAXESS INVESTMENT GRADE 400 CORPORATE BOND ETF
LRN.US          STRIDE
LSGR.US         Natixis Loomis Sayles Focused 
LSI.US          LIFE STORAGE
LSPD.US         LIGHTSPEED COMMERCE
LTC.US          LTC PROPERTIES
LTH.US          LIFE TIME GROUP HOLDINGS
LTHM.US         LIVENT
LU.US           LUFAX HOLDING
LUMN.US         LUMEN TECHNOLOGIES
LUV.US          SOUTHWEST AIRLINES
LUX.US          TEMA LUXURY ETF
LVS.US          LAS VEGAS SANDS
LVWR-WS.US      LIVEWIRE GROUP
LVWR.US         LIVEWIRE GROUP
LW.US           LAMB WESTON HOLDINGS
LXFR.US         LUXFER HOLDINGS
LXP.US          LXP INDUSTRIAL TRUST
LXP_C.US        LXP Industrial Trust
LXU.US          LSB INDUSTRIES
LYB.US          LYONDELLBASELL INDUSTRIES
LYG.US          LLOYDS BANKING GROUP
LYV.US          LIVE NATION ENTERTAINMENT
LZB.US          LA-Z-BOY
LZM-WS.US       LIFEZONE METALS
LZM.US          LIFEZONE METALS
M.US            MACY'S
MA.US           MASTERCARD
MAA.US          MID-AMERICA APARTMENT COMMUNITIES
MAA_I.US        Mid-America Apartment Communit
MAC.US          MACERICH
MAIN.US         MAIN STREET CAPITAL
MAN.US          MANPOWERGROUP
MANU.US         MANCHESTER UNITED
MART.US         ALLIANZIM US LARGE CAP BUFFER10 MAR ETF
MARW.US         ALLIANZIM US LARGE CAP BUFFER20 MAR ETF
MAS.US          MASCO
MATV.US         MATIV HOLDINGS
MATX.US         MATSON
MAV.US          PIONEER MUNICIPAL HIGH INCOME ADVANTAGE FUND
MAX.US          MEDIAALPHA
MAYT.US         ALLIANZIM US LARGE CAP BUFFER10 MAY ETF
MAYW.US         ALLIANZIM US LARGE CAP BUFFER20 MAY ETF
MBAC-U.US       M3-BRIGADE ACQUISITION II
MBAC-WS.US      M3-BRIGADE ACQUISITION II
MBAC.US         M3-BRIGADE ACQUISITION II
MBC.US          MASTERBRAND
MBI.US          MBIA
MBSC-U.US       M3-BRIGADE ACQUISITION III
MBSC-WS.US      M3-BRIGADE ACQUISITION III
MBSC.US         M3-BRIGADE ACQUISITION III
MC.US           MOELIS
MCB.US          METROPOLITAN BANK HOLDING
MCD.US          MCDONALD'S
MCH.US          MATTHEWS CHINA ACTIVE ETF
MCI.US          BARINGS CORPORATE INVESTORS
MCK.US          MCKESSON
MCN.US          MADISON COVERED CALL & EQUITY STRATEGY FUND
MCO.US          MOODY'S
MCR.US          MFS CHARTER INCOME TRUST
MCS.US          MARCUS
MCW.US          MISTER CAR WASH
MCY.US          MERCURY GENERAL
MD.US           PEDIATRIX MEDICAL GROUP
MDC.US          MDC HOLDINGS
MDLV.US         MORGAN DEMPSEY LARGE CAP VALUE ETF
MDT.US          MEDTRONIC
MDU-W.US        MDU Resources Group
MDU.US          MDU RESOURCES GROUP
MDV.US          MODIV
MDV_A.US        Modiv
MEC.US          MAYVILLE ENGINEERING
MED.US          MEDIFAST
MEDI.US         HARBOR HEALTH CARE ETF
MEG.US          MONTROSE ENVIRONMENTAL GROUP
MEGI.US         MAINSTAY CBRE GLOBAL INFRASTRUCTURE MEGATRENDS TERM FUND
MEI.US          METHODE ELECTRONICS
MEM.US          MATTHEWS EMERGING MARKETS EQUITY ACTIVE ETF
MEMX.US         MATTHEWS EMERGING MARKETS EX CHINA ACTIVE ETF
MER_K.US        Bank of America Corp
MET.US          METLIFE
MET_A.US        Metlife
MET_E.US        MetLife
MET_F.US        MetLife
MFA.US          MFA FINANCIAL
MFA_B.US        MFA Financial
MFA_C.US        MFA Financial
MFC.US          MANULIFE FINANCIAL
MFG.US          MIZUHO FINANCIAL GROUP
MFM.US          MFS MUNICIPAL INCOME TRUST
MFV.US          MFS SPECIAL VALUE TRUST
MG.US           MISTRAS GROUP
MGA.US          MAGNA INT
MGF.US          MFS GOVERNMENT MARKETS INCOME TRUST
MGM.US          MGM RESORTS INT
MGR.US          Affiliated Managers Group
MGRB.US         Affiliated Managers Group
MGRD.US         Affiliated Managers Group
MGY.US          MAGNOLIA OIL & GAS
MHD.US          BLACKROCK MUNIHOLDINGS FUND
MHF.US          WESTERN ASSET MUNICIPAL HIGH INCOME FUND
MHI.US          PIONEER MUNICIPAL HIGH INCOME FUND TRUST
MHK.US          MOHAWK INDUSTRIES
MHLA.US         Maiden Holdings Ltd
MHN.US          BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND
MHNC.US         MAIDEN HOLDINGS NORTH AMERICA 
MHO.US          M/I HOMES
MIN.US          MFS INTERMEDIATE INCOME TRUST
MINV.US         MATTHEWS ASIA INNOVATORS ACTIVE ETF
MIO.US          PIONEER MUNICIPAL HIGH INCOME OPPORTUNITIES FUND
MIR-WS.US       MIRION TECHNOLOGIES
MIR.US          MIRION TECHNOLOGIES
MISL.US         FIRST TRUST INDXX AEROSPACE & DEFENSE ETF
MITT.US         MORTGAGE INVESTMENT TRUST
MITT_A.US       AG Mortgage Investment Trust
MITT_B.US       AG Mortgage Investment Trust
MITT_C.US       AG Mortgage Investment Trust
MIXT.US         MIX TELEMATICS
MIY.US          BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND
MKC-V.US        MCCORMICK & INC/MD
MKC.US          MCCORMICK & INC/MD
MKFG-WS.US      MARKFORGED HOLDING
MKFG.US         MARKFORGED HOLDING
MKL.US          MARKEL
MKOR.US         MATTHEWS KOREA ACTIVE ETF
ML-WS.US        MONEYLION
ML.US           MONEYLION
MLI.US          MUELLER INDUSTRIES
MLM.US          MARTIN MARIETTA MATERIALS
MLNK.US         MERIDIANLINK
MLP.US          MAUI LAND & PINEAPPLE
MLR.US          MILLER INDUSTRIES INC/TN
MMC.US          MARSH & MCLENNAN COS
MMD.US          MAINSTAY MACKAY DEFINEDTERM MUNICIPAL OPPORTUNITIES FUND
MMI.US          MARCUS & MILLICHAP
MMM.US          3M
MMP.US          MAGELLAN MIDSTREAM PARTNERS
MMS.US          MAXIMUS
MMSB.US         IQ MACKAY MULTI-SECTOR INCOME ETF
MMT.US          MFS MULTIMARKET INCOME TRUST
MMU.US          WESTERN ASSET MANAGED MUNICIPALS FUND
MNBD.US         ALPS INTERMEDIATE MUNICIPAL BOND ETF
MNP.US          WESTERN ASSET MUNICIPAL PARTNERS FUND
MNSO.US         MINISO GROUP HOLDING
MNTN-U.US       EVEREST CONSOLIDATOR ACQUISITION
MNTN-WS.US      EVEREST CONSOLIDATOR ACQUISITION
MNTN.US         EVEREST CONSOLIDATOR ACQUISITION
MO.US           ALTRIA GROUP
MOD.US          MODINE MANUFACTURING
MODG.US         TOPGOLF CALLAWAY BRANDS
MODN.US         MODEL N
MOG-A.US        MOOG
MOG-B.US        MOOG
MOGU.US         MOGU
MOH.US          MOLINA HEALTHCARE
MOOD.US         RELATIVE SENTIMENT TACTICAL ALLOCATION ETF
MORE.US         ASYMMETRIC SMART INCOME ETF
MOS.US          MOSAIC
MOV.US          MOVADO GROUP
MP.US           MP MATERIALS
MPA.US          BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND
MPAY.US         AKROS MONTHLY PAYOUT ETF
MPC.US          MARATHON PETROLEUM
MPLN.US         MULTIPLAN
MPLX.US         MPLX
MPV.US          BARINGS PARTICIPATION INVESTORS
MPW.US          MEDICAL PROPERTIES TRUST
MPX.US          MARINE PRODUCTS
MQT.US          BLACKROCK MUNIYIELD QUALITY FUND II
MQY.US          BLACKROCK MUNIYIELD QUALITY FUND
MRC.US          MRC GLOBAL
MRDB-WS.US      MARIADB
MRDB.US         MARIADB
MRK.US          MERCK
MRO.US          MARATHON OIL
MS.US           MORGAN STANLEY
MSA.US          MSA SAFETY
MSB.US          MESABI TRUST
MSC.US          STUDIO CITY INT HOLDINGS
MSCI.US         MSCI
MSD.US          MORGAN STANLEY EMERGING MARKETS DEBT FUND
MSGE-W.US       Madison Square Garden Entertai
MSGE.US         MADISON SQUARE GARDEN ENTERTAINMENT
MSGS.US         MADISON SQUARE GARDEN SPORTS
MSI.US          MOTOROLA SOLUTIONS
MSM.US          MSC INDUSTRIAL DIRECT
MSOX.US         ADVISORSHARES MSOS 2X DAILY ETF
MSTQ.US         ETF SERIES SOLUTIONS-LHA MARKET STATE TACTICAL Q ETF
MS_A.US         Morgan Stanley Floating Rate n
MS_E.US         Morgan Stanley DEP Shares Each
MS_F.US         Morgan Stanley Series F
MS_I.US         Morgan Stanley
MS_K.US         Morgan Stanley
MS_L.US         Morgan Stanley
MS_O.US         Morgan Stanley
MS_P.US         Morgan Stanley
MT.US           ARCELORMITTAL
MTAL-WS.US      METALS ACQUISITION
MTAL.US         METALS ACQUISITION
MTB.US          M&T BANK
MTBL.US         MOATABLE
MTB_H.US        M&T Bank Corp
MTD.US          METTLER-TOLEDO INT
MTDR.US         MATADOR RESOURCES
MTG.US          MGIC INVESTMENT
MTH.US          MERITAGE HOMES
MTN.US          VAIL RESORTS
MTR.US          MESA ROYALTY TRUST
MTRN.US         MATERION
MTVC.US         MOTIVE CAPITAL II
MTW.US          MANITOWOC
MTX.US          MINERALS TECHNOLOGIES
MTZ.US          MASTEC
MUA.US          BLACKROCK MUNIASSETS FUND
MUC.US          BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND
MUE.US          BLACKROCK MUNIHOLDINGS QUALITY FUND II
MUFG.US         MITSUBISHI UFJ FINANCIAL GROUP
MUI.US          BLACKROCK MUNICIPAL INCOME FUND
MUJ.US          BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND
MUR.US          MURPHY OIL
MUSA.US         MURPHY USA
MUSQ.US         MUSQ GLOBAL MUSIC INDUSTRY ETF
MUX.US          MCEWEN MINING
MVO.US          MV OIL TRUST
MVT.US          BLACKROCK MUNIVEST FUND II
MWA.US          MUELLER WATER PRODUCTS
MX.US           MAGNACHIP SEMICONDUCTOR
MXE.US          MEXICO EQUITY AND INCOME FUND
MXF.US          MEXICO FUND
MYD.US          BLACKROCK MUNIYIELD FUND
MYE.US          MYERS INDUSTRIES
MYI.US          BLACKROCK MUNIYIELD QUALITY FUND III
MYN.US          BLACKROCK MUNIYIELD NEW YORK QUALITY FUND
MYTE.US         MYT NETHERLANDS PARENT BV
NABL.US         N-ABLE
NAC.US          NUVEEN CALIFORNIA QUALITY MUNICIPAL INCOME FUND
NAD.US          NUVEEN QUALITY MUNICIPAL INCOME FUND
NAN.US          NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND
NANC.US         UNUSUAL WHALES SUBVERSIVE DEMOCRATIC TRADING ETF
NAPA.US         DUCKHORN PORTFOLIO
NAT.US          NORDIC AMERICAN TANKERS
NAZ.US          NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND
NBB.US          NUVEEN TAXABLE MUNICIPAL INCOME FUND
NBCC.US         NEUBERGER BERMAN NEXT GENERATION CONNECTED CONSUMER ETF
NBCM.US         NEUBERGER BERMAN COMMODITY STRATEGY ETF
NBCT.US         NEUBERGER BERMAN CARBON TRANSITION & INFRASTRUCTURE ETF
NBDS.US         NEUBERGER BERMAN DISRUPTERS ETF
NBHC.US         NATIONAL BANK HOLDINGS
NBR.US          NABORS INDUSTRIES
NBXG.US         NEUBERGER BERMAN NEXT GENERATION CONNECTIVITY FUND
NC.US           NACCO INDUSTRIES
NCA.US          NUVEEN CALIFORNIA MUNICIPAL VA
NCLH.US         NORWEGIAN CRUISE LINE HOLDINGS
NCR.US          NCR
NCV.US          VIRTUS CONVERTIBLE & INCOME FUND
NCV_A.US        Virtus Convertible & Income Fu
NCZ.US          VIRTUS CONVERTIBLE & INCOME FUND II
NCZ_A.US        Virtus Convertible & Income Fu
NDIV.US         AMPLIFY NATURAL RESOURCES DIVIDEND INCOME ETF
NDMO.US         NUVEEN DYNAMIC MUNICIPAL OPPORTUNITIES FUND
NDP.US          TORTOISE ENERGY INDEPENDENCE FUND
NE-WS-A.US      NOBLE
NE-WS.US        NOBLE
NE.US           NOBLE
NEA.US          NUVEEN AMT-FREE QUALITY MUNICIPAL INCOME FUND
NEE.US          NEXTERA ENERGY
NEE_N.US        NextEra Energy Capital Holding
NEE_Q.US        NextEra Energy
NEE_R.US        NextEra Energy
NEM.US          NEWMONT
NEP.US          NEXTERA ENERGY PARTNERS
NET.US          CLOUDFLARE
NETC-U.US       NABORS ENERGY TRANSITION
NETC-WS.US      NABORS ENERGY TRANSITION
NETC.US         NABORS ENERGY TRANSITION
NETI.US         ENETI
NEU.US          NEWMARKET
NEWR.US         NEW RELIC
NEX.US          NEXTIER OILFIELD SOLUTIONS
NEXA.US         NEXA RESOURCES
NFG.US          NATIONAL FUEL GAS
NFJ.US          VIRTUS DIVIDEND INTEREST & PREMIUM STRATEGY FUND
NFNT-U.US       INFINITE ACQUISITION
NFNT-WS.US      INFINITE ACQUISITION
NFNT.US         INFINITE ACQUISITION
NFYS-U.US       ENPHYS ACQUISITION
NFYS-WS.US      ENPHYS ACQUISITION
NFYS.US         ENPHYS ACQUISITION
NGG.US          NATIONAL GRID
NGL.US          NGL ENERGY PARTNERS
NGL_B.US        NGL Energy Partners LP
NGL_C.US        NGL Energy Partners LP
NGS.US          NATURAL GAS SERVICES GROUP
NGVC.US         NATURAL GROCERS BY VITAMIN COTTAGE
NGVT.US         INGEVITY
NHI.US          NATIONAL HEALTH INVESTORS
NI.US           NISOURCE
NIC.US          NICOLET BANKSHARES
NIE.US          VIRTUS EQUITY & CONVERTIBLE IN
NIM.US          NUVEEN SELECT MATURITIES MUNICIPAL FUND
NIMC.US         NiSource
NINE.US         NINE ENERGY SERVICE
NIO.US          NIO
NIQ.US          NUVEEN INTERMEDIATE DURATION QUALITY MUNICIPAL TERM FUND
NIWM.US         NIGHTSHARES 2000 ETF
NI_B.US         NiSource
NJR.US          NEW JERSEY RESOURCES
NKE.US          NIKE
NKX.US          NUVEEN CALIFORNIA AMT-FREE QUALITY MUNICIPAL INCOME FUND
NL.US           NL INDUSTRIES
NLS.US          NAUTILUS
NLY.US          ANNALY CAPITAL MANAGEMENT
NLY_F.US        Annaly Capital Management
NLY_G.US        Annaly Capital Management
NLY_I.US        Annaly Capital Management
NM.US           NAVIOS MARITIME HOLDINGS
NMAI.US         NUVEEN MULTI-ASSET INCOME FUND
NMCO.US         NUVEEN MUNICIPAL CREDIT OPPORTUNITIES FUND
NMG.US          NOUVEAU MONDE GRAPHITE
NMI.US          NUVEEN MUNICIPAL INCOME FUND
NMK_B.US        Niagara Mohawk Power Corp
NMK_C.US        Niagara Mohawk Power Corp
NMM.US          NAVIOS MARITIME PARTNERS
NMR.US          NOMURA HOLDINGS
NMS.US          NUVEEN MINNESOTA QUALITY MUNICIPAL INCOME FUND
NMT.US          NUVEEN MASSACHUSETTS QUALITY MUNICIPAL INCOME FUND
NMZ.US          NUVEEN MUNICIPAL HIGH INCOME OPPORTUNITY FUND
NM_G.US         Navios Maritime Holdings
NM_H.US         Navios Maritime Holdngs
NNI.US          NELNET
NNN.US          NATIONAL RETAIL PROPERTIES
NNY.US          NUVEEN NEW YORK MUNICIPAL VALUE FUND
NOA.US          NORTH AMERICAN CONSTRUCTION GROUP
NOAH.US         NOAH HOLDINGS
NOC.US          NORTHROP GRUMMAN
NOG.US          NORTHERN OIL AND GAS
NOK.US          NOKIA OYJ
NOM.US          NUVEEN MISSOURI QUALITY MUNICIPAL INCOME FUND
NOMD.US         NOMAD FOODS
NOPE.US         NOBLE ABSOLUTE RETURN ETF
NOTE-WS.US      FISCALNOTE HOLDINGS
NOTE.US         FISCALNOTE HOLDINGS
NOV.US          NOV
NOVA.US         SUNNOVA ENERGY INT
NOW.US          SERVICENOW
NPCT.US         NUVEEN CORE PLUS IMPACT FUND
NPFD.US         NUVEEN VARIABLE RATE PREFERRED & INCOME FUND
NPK.US          NATIONAL PRESTO INDUSTRIES
NPO.US          ENPRO INDUSTRIES
NPV.US          NUVEEN VIRGINIA QUALITY MUNICIPAL INCOME FUND
NPWR-WS.US      RICE ACQUISITION II
NPWR.US         RICE ACQUISITION II
NQP.US          NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND
NR.US           NEWPARK RESOURCES
NRDY-WS.US      NERDY
NRDY.US         NERDY
NREF.US         NEXPOINT REAL ESTATE FINANCE
NREF_A.US       NexPoint Real Estate Finance
NRG.US          NRG ENERGY
NRGV.US         ENERGY VAULT HOLDINGS
NRGX.US         PIMCO ENERGY & TACTICAL CREDIT OPPORTUNITIES FUND
NRK.US          NUVEEN NEW YORK AMT-FREE QUALITY MUNICIPAL INCOME FUND
NRP.US          NATURAL RESOURCE PARTNERS
NRT.US          NORTH EUROPEAN OIL ROYALTY TRUST
NRUC.US         National Rural Utilities Coope
NS.US           NUSTAR ENERGY
NSA.US          NATIONAL STORAGE AFFILIATES TRUST
NSA_A.US        National Storage Affiliates Tr
NSC.US          NORFOLK SOUTHERN
NSL.US          NUVEEN SENIOR INCOME FUND
NSP.US          INSPERITY
NSPL.US         NIGHTSHARES 500 1X/1.5X ETF
NSPY.US         NIGHTSHARES 500 ETF
NSS.US          Nustar Logistics LP
NSTB-WS.US      NORTHERN STAR INVESTMENT II
NSTC-U.US       NORTHERN STAR INVESTMENT III
NSTC.US         NORTHERN STAR INVESTMENT III
NSTD-U.US       NORTHERN STAR INVESTMENT IV
NSTD-WS.US      NORTHERN STAR INVESTMENT IV
NSTD.US         NORTHERN STAR INVESTMENT IV
NS_A.US         NuStar Energy LP
NS_B.US         NuStar Energy LP
NS_C.US         NuStar Energy LP
NTB.US          BANK OF NT BUTTERFIELD & SON
NTCO.US         NATURA & HOLDING
NTG.US          TORTOISE MIDSTREAM ENERGY FUND
NTR.US          NUTRIEN
NTRL.US         GLOBAL X CARBON CREDITS STRATEGY ETF
NTST.US         NETSTREIT
NTZ.US          NATUZZI SPA
NU.US           NU HOLDINGS LTD/CAYMAN ISLANDS
NUE.US          NUCOR
NUS.US          NU SKIN ENTERPRISES
NUV.US          NUVEEN MUNICIPAL VALUE FUND
NUVB-WS.US      NUVATION BIO
NUVB.US         NUVATION BIO
NUW.US          NUVEEN AMT-FREE MUNICIPAL VALUE FUND
NVBT.US         ALLIANZIM US LARGE CAP BUFFER10 NOV ETF
NVBW.US         ALLIANZIM US LARGE CAP BUFFER20 NOV ETF
NVDY.US         YieldMax NVDA Option Income St
NVGS.US         NAVIGATOR HOLDINGS
NVIR.US         HORIZON KINETICS ENERGY REMEDIATION ETF
NVO.US          NOVO NORDISK A/S
NVR.US          NVR
NVRI.US         ENVIRI
NVRO.US         NEVRO
NVS.US          NOVARTIS
NVST.US         ENVISTA HOLDINGS
NVT.US          NVENT ELECTRIC
NVTA.US         INVITAE
NWG.US          NATWEST GROUP
NWN.US          NORTHWEST NATURAL HOLDING
NX.US           QUANEX BUILDING PRODUCTS
NXC.US          NUVEEN CALIFORNIA SELECT TAX-FREE INCOME PORTFOLIO
NXDT.US         NEXPOINT DIVERSIFIED REAL ESTATE TRUST
NXDT_A.US       NexPoint Diversified Real Esta
NXE.US          NEXGEN ENERGY
NXG.US          NXG NEXTGEN INFRASTRUCTURE INCOME FUND
NXJ.US          NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND
NXN.US          NUVEEN NEW YORK SELECT TAX-FREE INCOME PORTFOLIO
NXP.US          NUVEEN SELECT TAX-FREE INCOME PORTFOLIO
NXRT.US         NEXPOINT RESIDENTIAL TRUST
NXTE.US         AXS GREEN ALPHA ETF
NYC.US          AMERICAN STRATEGIC INVESTMENT
NYCB.US         NEW YORK COMMUNITY BANCORP
NYCB_A.US       New York Community Bancorp
NYCB_U.US       New York Community Bancorp
NYT.US          NEW YORK TIMES
NZF.US          NUVEEN MUNICIPAL CREDIT INCOME FUND
O.US            REALTY INCOME
OACP.US         ONEASCENT CORE PLUS BOND ETF
OAEM.US         ONEASCENT EMERGING MARKETS ETF
OAIA.US         TEUCRIUM AILA LONG-SHORT AGRICULTURE ETF
OAIB.US         TEUCRIUM AILA LONG-SHORT BASE METALS STRATEGY ETF
OAIE.US         OPTIMIZE AI SMART SENTIMENT EVENT-DRIVEN ETF
OAIM.US         ONEASCENT INT EQUITY ETF
OAK_A.US        Oaktree Capital Group LLC
OAK_B.US        Oaktree Capital Group LLC
